invoice_no,invoice_date,age,category,quantity,selling_price_per_unit,cost_price_per_unit,payment_method,region,state,shopping_mall
I269376,11-10-16,64,Clothing,3,900.24,675.18,Cash,West,California,Zorlu Center
I682428,11-10-16,29,Toys,1,35.84,25.088,Credit Card,East,Pennsylvania,Viaport Outlet
I197719,11-10-16,33,Clothing,5,1500.4,1425.38,Credit Card,East,Pennsylvania,Kanyon
I845323,11-10-16,67,Clothing,1,300.08,225.06,Cash,East,New York,Metrocity
I201731,11-10-16,55,Food & Beverage,3,15.69,10.983,Cash,South,Georgia,Kanyon
I297433,11-10-16,44,Toys,4,143.36,114.688,Cash,South,Georgia,Zorlu Center
I174762,11-10-16,28,Food & Beverage,5,26.15,19.6125,Debit Card,South,Georgia,Viaport Outlet
I828659,11-10-16,43,Shoes,5,3000.85,2700.765,Debit Card,West,California,Mall of Istanbul
I158280,11-10-16,24,Shoes,2,1200.34,1080.306,Cash,West,California,Zorlu Center
I249439,11-10-16,60,Shoes,2,1200.34,1080.306,Credit Card,West,Colorado,Viaport Outlet
I381636,11-10-16,61,Cosmetics,5,203.3,162.64,Cash,Central,Texas,Metrocity
I279264,11-10-16,68,Toys,3,107.52,80.64,Cash,Central,Texas,Mall of Istanbul
I272876,11-10-16,66,Clothing,2,600.16,450.12,Cash,Central,Illinois,Mall of Istanbul
I380336,11-10-16,67,Books,2,30.3,21.21,Cash,South,Alabama,Kanyon
I615172,11-10-16,50,Cosmetics,2,81.32,56.924,Credit Card,South,Virginia,Metrocity
I239215,11-10-16,69,Toys,1,35.84,25.088,Debit Card,South,Florida,Viaport Outlet
I622212,11-10-16,50,Food & Beverage,5,26.15,19.6125,Credit Card,South,Florida,Metropol AVM
I316285,11-10-16,37,Toys,2,71.68,50.176,Debit Card,Central,Texas,Zorlu Center
I332453,11-10-16,23,Clothing,5,1500.4,1425.38,Cash,Central,Texas,Istinye Park
I379185,11-10-16,30,Cosmetics,4,162.64,130.112,Debit Card,Central,Texas,Kanyon
I449650,11-10-16,34,Food & Beverage,2,10.46,7.322,Debit Card,Central,Texas,Metrocity
I302732,11-10-16,28,Food & Beverage,4,20.92,15.69,Credit Card,Central,Texas,Viaport Outlet
I928461,11-10-16,67,Clothing,3,900.24,675.18,Cash,Central,Iowa,Mall of Istanbul
I336493,11-10-16,62,Clothing,3,900.24,675.18,Cash,South,Florida,Zorlu Center
I879849,11-10-16,54,Food & Beverage,5,26.15,19.6125,Cash,South,Florida,Kanyon
I799426,11-10-16,18,Clothing,3,900.24,675.18,Cash,Central,Texas,Metrocity
I698661,11-10-16,22,Food & Beverage,3,15.69,10.983,Debit Card,Central,Texas,Metropol AVM
I738600,11-10-16,50,Books,3,45.45,31.815,Credit Card,East,Ohio,Metrocity
I240333,11-10-16,63,Toys,5,179.2,143.36,Cash,East,New York,Zorlu Center
I187799,11-10-16,62,Clothing,2,600.16,450.12,Credit Card,East,New York,Viaport Outlet
I294738,11-10-16,43,Cosmetics,5,203.3,162.64,Debit Card,East,New York,Kanyon
I562968,11-10-16,33,Shoes,1,600.17,450.1275,Credit Card,Central,Texas,Kanyon
I178569,11-10-16,62,Souvenir,4,46.92,35.19,Credit Card,Central,Texas,Mall of Istanbul
I162445,11-10-16,34,Clothing,3,900.24,675.18,Debit Card,East,New York,Viaport Outlet
I240111,11-10-16,19,Toys,1,35.84,25.088,Debit Card,West,California,Metrocity
I588325,11-10-16,66,Souvenir,3,35.19,24.633,Cash,South,Florida,Zorlu Center
I419411,11-10-16,48,Shoes,3,1800.51,1620.459,Debit Card,East,Delaware,Metrocity
I314353,11-10-16,25,Toys,5,179.2,143.36,Credit Card,Central,Iowa,Metrocity
I111882,11-10-16,60,Clothing,3,900.24,675.18,Credit Card,Central,Iowa,Istinye Park
I117542,11-10-16,51,Food & Beverage,1,5.23,3.661,Cash,South,Kentucky,Mall of Istanbul
I360887,11-10-16,55,Toys,5,179.2,143.36,Cash,Central,Texas,Kanyon
I335799,11-10-16,20,Books,1,15.15,10.605,Cash,Central,Texas,Metropol AVM
I227760,11-10-16,42,Food & Beverage,5,26.15,19.6125,Credit Card,Central,Texas,Zorlu Center
I167793,11-10-16,68,Clothing,2,600.16,450.12,Debit Card,Central,Texas,Istinye Park
I543873,11-10-16,52,Clothing,4,1200.32,1140.304,Credit Card,West,California,Metrocity
I139446,11-10-16,29,Technology,2,2100,1890,Cash,East,Pennsylvania,Metropol AVM
I128703,11-10-16,57,Food & Beverage,3,15.69,10.983,Credit Card,West,California,Kanyon
I434421,11-10-16,54,Clothing,4,1200.32,1140.304,Cash,West,California,Metrocity
I312337,11-10-16,60,Clothing,5,1500.4,1425.38,Debit Card,East,Pennsylvania,Metrocity
I446027,11-10-16,68,Clothing,2,600.16,450.12,Debit Card,East,Pennsylvania,Kanyon
I159328,11-10-16,33,Clothing,4,1200.32,1140.304,Debit Card,East,New York,Mall of Istanbul
I137766,11-10-16,28,Cosmetics,4,162.64,130.112,Credit Card,West,Colorado,Istinye Park
I106106,11-10-16,64,Food & Beverage,2,10.46,7.322,Cash,West,Colorado,Metropol AVM
I905984,11-10-16,54,Cosmetics,4,162.64,130.112,Cash,South,Florida,Mall of Istanbul
I384068,11-10-16,18,Clothing,1,300.08,225.06,Cash,South,Florida,Metrocity
I330462,11-10-16,48,Cosmetics,5,203.3,162.64,Credit Card,South,Virginia,Mall of Istanbul
I222032,11-10-16,28,Food & Beverage,5,26.15,19.6125,Cash,South,Virginia,Viaport Outlet
I259308,11-10-16,37,Toys,3,107.52,80.64,Debit Card,West,California,Metrocity
I122735,11-10-16,64,Clothing,4,1200.32,1140.304,Cash,West,California,Metrocity
I800283,11-10-16,24,Shoes,3,1800.51,1620.459,Debit Card,West,California,Istinye Park
I143350,11-10-16,24,Toys,3,107.52,80.64,Credit Card,West,California,Mall of Istanbul
I119962,11-10-16,41,Technology,3,3150,2677.5,Credit Card,West,California,Zorlu Center
I100434,11-10-16,61,Cosmetics,4,162.64,130.112,Cash,West,Idaho,Mall of Istanbul
I121652,11-10-16,35,Clothing,5,1500.4,1425.38,Debit Card,Central,Texas,Kanyon
I138045,11-10-16,23,Clothing,3,900.24,675.18,Credit Card,Central,Texas,Viaport Outlet
I123893,11-10-16,65,Clothing,3,900.24,675.18,Cash,Central,Texas,Zorlu Center
I432348,11-10-16,46,Clothing,5,1500.4,1425.38,Credit Card,East,Massachusetts,Kanyon
I718793,11-10-16,37,Shoes,5,3000.85,2700.765,Cash,East,New York,Kanyon
I203340,11-10-16,44,Toys,4,143.36,114.688,Credit Card,East,New York,Metrocity
I663837,11-10-16,57,Cosmetics,3,121.98,91.485,Debit Card,East,New York,Viaport Outlet
I316042,11-10-16,50,Toys,1,35.84,25.088,Debit Card,East,New York,Mall of Istanbul
I499371,11-10-16,25,Toys,1,35.84,25.088,Cash,West,California,Viaport Outlet
I563730,11-10-16,24,Clothing,4,1200.32,1140.304,Cash,West,California,Mall of Istanbul
I179923,11-10-16,38,Technology,4,4200,3780,Cash,West,California,Mall of Istanbul
I333646,11-10-16,61,Food & Beverage,2,10.46,7.322,Cash,West,Washington,Metrocity
I163184,11-10-16,48,Clothing,2,600.16,450.12,Cash,West,Washington,Mall of Istanbul
I214983,11-10-16,65,Books,3,45.45,31.815,Cash,West,Washington,Istinye Park
I185996,11-10-16,20,Clothing,1,300.08,225.06,Credit Card,West,Washington,Kanyon
I293608,11-10-16,61,Food & Beverage,2,10.46,7.322,Credit Card,West,California,Metrocity
I135549,11-10-16,24,Food & Beverage,5,26.15,19.6125,Credit Card,East,New York,Istinye Park
I383433,11-10-16,51,Shoes,3,1800.51,1620.459,Debit Card,Central,Texas,Istinye Park
I122340,11-10-16,47,Toys,1,35.84,25.088,Cash,South,Tennessee,Istinye Park
I242614,11-10-16,25,Shoes,3,1800.51,1620.459,Cash,West,Arizona,Metropol AVM
I112586,11-10-16,47,Shoes,1,600.17,450.1275,Cash,South,Florida,Mall of Istanbul
I275829,11-10-16,45,Clothing,2,600.16,450.12,Cash,South,Florida,Mall of Istanbul
I515640,11-10-16,50,Clothing,1,300.08,225.06,Cash,West,Colorado,Istinye Park
I984624,11-10-16,42,Clothing,3,900.24,675.18,Credit Card,East,New York,Metropol AVM
I139187,11-10-16,35,Clothing,4,1200.32,1140.304,Cash,East,New York,Mall of Istanbul
I696864,11-10-16,62,Books,1,15.15,10.605,Debit Card,East,New York,Kanyon
I134665,11-10-16,48,Clothing,4,1200.32,1140.304,Cash,East,New York,Metropol AVM
I284146,11-10-16,61,Clothing,5,1500.4,1425.38,Cash,East,New York,Metrocity
I146594,11-10-16,64,Clothing,3,900.24,675.18,Cash,East,Pennsylvania,Metrocity
I135448,11-10-16,57,Cosmetics,4,162.64,130.112,Cash,East,Pennsylvania,Kanyon
I524368,11-10-16,46,Toys,3,107.52,80.64,Cash,East,Pennsylvania,Mall of Istanbul
I250036,11-10-16,67,Clothing,5,1500.4,1425.38,Cash,East,Pennsylvania,Metrocity
I948691,11-10-16,31,Shoes,3,1800.51,1620.459,Credit Card,South,Kentucky,Istinye Park
I104562,11-10-16,18,Books,3,45.45,31.815,Debit Card,South,Kentucky,Zorlu Center
I107917,11-10-16,20,Cosmetics,1,40.66,28.462,Cash,West,Washington,Kanyon
I771446,11-10-16,48,Clothing,4,1200.32,1140.304,Credit Card,Central,Iowa,Mall of Istanbul
I144421,11-10-16,24,Clothing,5,1500.4,1425.38,Debit Card,South,Kentucky,Viaport Outlet
I179612,11-10-16,37,Clothing,3,900.24,675.18,Credit Card,Central,Texas,Metropol AVM
I945685,11-10-16,32,Clothing,5,1500.4,1425.38,Cash,West,Arizona,Istinye Park
I167779,11-10-16,63,Souvenir,5,58.65,43.9875,Debit Card,South,North Carolina,Kanyon
I170069,11-10-16,51,Toys,4,143.36,114.688,Credit Card,South,North Carolina,Istinye Park
I204475,11-10-16,30,Cosmetics,1,40.66,28.462,Debit Card,South,North Carolina,Viaport Outlet
I303953,11-10-16,64,Clothing,2,600.16,450.12,Credit Card,South,North Carolina,Mall of Istanbul
I422693,11-10-16,31,Clothing,1,300.08,225.06,Cash,West,California,Kanyon
I102969,11-10-16,62,Cosmetics,2,81.32,56.924,Debit Card,South,Tennessee,Mall of Istanbul
I296318,11-10-16,43,Cosmetics,5,203.3,162.64,Cash,South,North Carolina,Zorlu Center
I492490,11-10-16,24,Toys,3,107.52,80.64,Credit Card,South,North Carolina,Istinye Park
I254797,11-10-16,42,Food & Beverage,2,10.46,7.322,Credit Card,West,Washington,Kanyon
I764392,11-10-16,43,Technology,3,3150,2677.5,Cash,West,Washington,Mall of Istanbul
I327437,11-10-16,67,Shoes,2,1200.34,1080.306,Cash,West,Washington,Kanyon
I155006,11-10-16,62,Cosmetics,4,162.64,130.112,Credit Card,West,Washington,Kanyon
I105655,11-10-16,61,Cosmetics,4,162.64,130.112,Credit Card,West,Washington,Istinye Park
I248874,11-10-16,60,Food & Beverage,4,20.92,15.69,Credit Card,West,Washington,Kanyon
I252487,11-10-16,26,Cosmetics,3,121.98,91.485,Cash,West,Washington,Kanyon
I108896,11-10-16,18,Shoes,5,3000.85,2700.765,Cash,West,Washington,Metrocity
I794744,11-10-16,18,Food & Beverage,4,20.92,15.69,Credit Card,Central,Illinois,Zorlu Center
I968311,11-10-16,22,Clothing,3,900.24,675.18,Cash,East,Ohio,Mall of Istanbul
I110255,11-10-16,24,Books,5,75.75,56.8125,Cash,South,Florida,Kanyon
I176939,11-10-16,68,Shoes,3,1800.51,1620.459,Credit Card,Central,Texas,Metrocity
I313228,11-10-16,28,Cosmetics,3,121.98,91.485,Cash,Central,Texas,Istinye Park
I464923,11-10-16,31,Cosmetics,5,203.3,162.64,Credit Card,Central,Texas,Metropol AVM
I225920,11-10-16,61,Food & Beverage,4,20.92,15.69,Cash,West,California,Zorlu Center
I137901,11-10-16,58,Shoes,1,600.17,450.1275,Cash,West,California,Istinye Park
I200220,11-10-16,60,Clothing,1,300.08,225.06,Cash,East,Pennsylvania,Kanyon
I217688,11-10-16,68,Clothing,4,1200.32,1140.304,Credit Card,West,Washington,Mall of Istanbul
I271741,11-10-16,66,Toys,5,179.2,143.36,Debit Card,West,Washington,Zorlu Center
I184848,11-10-16,55,Cosmetics,1,40.66,28.462,Credit Card,West,California,Mall of Istanbul
I140306,11-10-16,49,Clothing,3,900.24,675.18,Credit Card,East,Ohio,Metropol AVM
I369064,11-10-16,57,Clothing,1,300.08,225.06,Debit Card,East,Ohio,Metropol AVM
I301282,11-10-16,42,Shoes,4,2400.68,2280.646,Cash,Central,Illinois,Metropol AVM
I146683,11-10-16,56,Clothing,1,300.08,225.06,Debit Card,Central,Illinois,Mall of Istanbul
I203050,11-10-16,33,Clothing,1,300.08,225.06,Credit Card,Central,Illinois,Metropol AVM
I100057,11-10-16,25,Clothing,2,600.16,450.12,Credit Card,Central,Illinois,Viaport Outlet
I230542,11-10-16,26,Clothing,4,1200.32,1140.304,Credit Card,Central,Illinois,Metrocity
I198618,11-10-16,56,Souvenir,3,35.19,24.633,Cash,Central,Texas,Kanyon
I803910,11-10-16,50,Food & Beverage,4,20.92,15.69,Credit Card,Central,Texas,Metrocity
I759006,11-10-16,50,Food & Beverage,4,20.92,15.69,Cash,Central,Texas,Metrocity
I215961,11-10-16,46,Technology,4,4200,3780,Credit Card,South,Virginia,Viaport Outlet
I321753,11-10-16,35,Souvenir,5,58.65,43.9875,Credit Card,South,Virginia,Mall of Istanbul
I731056,11-10-16,18,Clothing,1,300.08,225.06,Credit Card,South,Virginia,Istinye Park
I410111,11-10-16,31,Cosmetics,2,81.32,56.924,Debit Card,West,California,Kanyon
I483671,11-10-16,21,Food & Beverage,4,20.92,15.69,Debit Card,West,California,Istinye Park
I232363,11-10-16,37,Clothing,2,600.16,450.12,Credit Card,East,New York,Metrocity
I516624,11-10-16,34,Clothing,5,1500.4,1425.38,Cash,West,California,Viaport Outlet
I986136,11-10-16,33,Books,2,30.3,21.21,Credit Card,West,California,Mall of Istanbul
I149962,11-10-16,36,Clothing,2,600.16,450.12,Cash,West,California,Zorlu Center
I183347,11-10-16,55,Shoes,5,3000.85,2700.765,Credit Card,East,Pennsylvania,Istinye Park
I184822,11-10-16,25,Cosmetics,2,81.32,56.924,Debit Card,East,Ohio,Metropol AVM
I292106,11-10-16,46,Cosmetics,5,203.3,162.64,Cash,East,Ohio,Zorlu Center
I510029,11-10-16,29,Clothing,1,300.08,225.06,Credit Card,East,Ohio,Viaport Outlet
I790202,11-10-16,34,Souvenir,5,58.65,43.9875,Cash,West,California,Mall of Istanbul
I554933,11-10-16,51,Cosmetics,4,162.64,130.112,Cash,Central,Michigan,Kanyon
I215400,11-10-16,56,Cosmetics,1,40.66,28.462,Credit Card,West,California,Metropol AVM
I586630,11-10-16,64,Technology,1,1050,945,Cash,South,Tennessee,Mall of Istanbul
I216759,11-10-16,41,Clothing,3,900.24,675.18,Credit Card,South,Tennessee,Metropol AVM
I394400,11-10-16,63,Clothing,4,1200.32,1140.304,Credit Card,South,Tennessee,Viaport Outlet
I757517,11-10-16,55,Books,1,15.15,10.605,Credit Card,South,Tennessee,Zorlu Center
I278723,11-10-16,20,Toys,1,35.84,25.088,Credit Card,South,Tennessee,Metrocity
I195047,11-10-16,68,Clothing,4,1200.32,1140.304,Cash,South,Tennessee,Kanyon
I140879,11-10-16,55,Clothing,2,600.16,450.12,Cash,South,Tennessee,Metropol AVM
I983410,11-10-16,61,Toys,4,143.36,114.688,Credit Card,East,Pennsylvania,Istinye Park
I173025,11-10-16,36,Cosmetics,1,40.66,28.462,Credit Card,Central,Texas,Istinye Park
I984235,11-10-16,19,Toys,2,71.68,50.176,Credit Card,West,Idaho,Zorlu Center
I339886,11-10-16,27,Cosmetics,3,121.98,91.485,Credit Card,East,New York,Mall of Istanbul
I648848,11-10-16,39,Clothing,4,1200.32,1140.304,Cash,East,New York,Metrocity
I157439,11-10-16,40,Clothing,2,600.16,450.12,Cash,West,California,Metropol AVM
I317127,11-10-16,63,Souvenir,1,11.73,8.211,Credit Card,West,California,Kanyon
I331661,11-10-16,57,Food & Beverage,4,20.92,15.69,Cash,West,California,Istinye Park
I205350,11-10-16,32,Clothing,2,600.16,450.12,Debit Card,West,California,Metrocity
I466556,11-10-16,54,Toys,5,179.2,143.36,Credit Card,West,California,Mall of Istanbul
I202412,11-10-16,22,Food & Beverage,2,10.46,7.322,Cash,West,California,Metrocity
I281546,11-10-16,29,Food & Beverage,1,5.23,3.661,Cash,West,California,Kanyon
I602098,11-10-16,41,Clothing,3,900.24,675.18,Debit Card,East,Ohio,Metrocity
I158936,11-10-16,56,Food & Beverage,4,20.92,15.69,Credit Card,Central,Texas,Viaport Outlet
I305983,11-10-16,30,Shoes,5,3000.85,2700.765,Cash,Central,Texas,Zorlu Center
I205967,11-10-16,35,Clothing,1,300.08,225.06,Cash,Central,Texas,Metrocity
I196779,11-10-16,67,Clothing,4,1200.32,1140.304,Credit Card,Central,Texas,Metrocity
I289676,11-10-16,56,Cosmetics,5,203.3,162.64,Cash,Central,Texas,Zorlu Center
I100211,11-10-16,59,Clothing,2,600.16,450.12,Debit Card,Central,Texas,Metrocity
I331321,11-10-16,20,Cosmetics,2,81.32,56.924,Debit Card,Central,Texas,Istinye Park
I545319,11-10-16,34,Toys,1,35.84,25.088,Cash,South,Florida,Metrocity
I763811,11-10-16,29,Clothing,1,300.08,225.06,Cash,South,Florida,Istinye Park
I191272,11-10-16,48,Food & Beverage,2,10.46,7.322,Cash,West,Washington,Kanyon
I150167,11-10-16,20,Cosmetics,2,81.32,56.924,Credit Card,South,Tennessee,Metropol AVM
I187390,11-10-16,18,Toys,4,143.36,114.688,Credit Card,South,Tennessee,Viaport Outlet
I283360,11-10-16,31,Clothing,4,1200.32,1140.304,Credit Card,South,Tennessee,Metrocity
I215893,11-10-16,30,Cosmetics,4,162.64,130.112,Credit Card,South,Tennessee,Mall of Istanbul
I912937,11-10-16,64,Clothing,5,1500.4,1425.38,Debit Card,South,Tennessee,Istinye Park
I210397,11-10-16,66,Clothing,2,600.16,450.12,Cash,Central,Iowa,Metropol AVM
I223054,11-10-16,24,Toys,4,143.36,114.688,Cash,West,Washington,Metrocity
I315644,11-10-16,39,Clothing,4,1200.32,1140.304,Credit Card,West,Washington,Zorlu Center
I573645,11-10-16,43,Clothing,5,1500.4,1425.38,Cash,West,Washington,Mall of Istanbul
I117476,11-10-16,35,Toys,2,71.68,50.176,Credit Card,East,New York,Metropol AVM
I349201,11-10-16,64,Shoes,1,600.17,450.1275,Debit Card,Central,Iowa,Kanyon
I176086,11-10-16,69,Clothing,5,1500.4,1425.38,Credit Card,South,Tennessee,Kanyon
I112535,11-10-16,26,Technology,1,1050,945,Credit Card,East,Pennsylvania,Istinye Park
I205241,11-10-16,44,Clothing,1,300.08,225.06,Cash,East,Pennsylvania,Mall of Istanbul
I254043,11-10-16,32,Souvenir,3,35.19,24.633,Credit Card,South,Alabama,Istinye Park
I193359,11-10-16,51,Cosmetics,1,40.66,28.462,Debit Card,Central,Indiana,Metropol AVM
I102825,11-10-16,65,Clothing,4,1200.32,1140.304,Cash,West,Oregon,Metrocity
I151622,11-10-16,37,Shoes,4,2400.68,2280.646,Credit Card,West,Oregon,Viaport Outlet
I139774,11-10-16,58,Shoes,5,3000.85,2700.765,Debit Card,East,Massachusetts,Mall of Istanbul
I249858,11-10-16,31,Souvenir,4,46.92,35.19,Cash,East,Massachusetts,Kanyon
I913334,11-10-16,42,Cosmetics,1,40.66,28.462,Credit Card,West,California,Mall of Istanbul
I191557,11-10-16,19,Clothing,3,900.24,675.18,Credit Card,West,California,Mall of Istanbul
I271665,11-10-16,28,Clothing,2,600.16,450.12,Cash,West,California,Kanyon
I139867,11-10-16,45,Technology,5,5250,4725,Cash,East,New York,Kanyon
I225838,11-10-16,46,Clothing,5,1500.4,1425.38,Cash,East,New York,Metropol AVM
I265658,11-10-16,23,Shoes,2,1200.34,1080.306,Cash,South,Florida,Mall of Istanbul
I928827,11-10-16,24,Cosmetics,1,40.66,28.462,Cash,South,Florida,Mall of Istanbul
I256267,11-10-16,69,Clothing,3,900.24,675.18,Cash,East,Ohio,Viaport Outlet
I751390,11-10-16,62,Food & Beverage,2,10.46,7.322,Debit Card,East,Ohio,Metrocity
I115639,11-10-16,31,Shoes,1,600.17,450.1275,Credit Card,East,Ohio,Istinye Park
I116711,11-10-16,22,Books,1,15.15,10.605,Credit Card,East,Delaware,Istinye Park
I604654,11-10-16,30,Clothing,3,900.24,675.18,Credit Card,East,Delaware,Mall of Istanbul
I244839,11-10-16,41,Cosmetics,1,40.66,28.462,Debit Card,East,Delaware,Kanyon
I243620,11-10-16,46,Clothing,5,1500.4,1425.38,Credit Card,East,Delaware,Kanyon
I111575,11-10-16,52,Cosmetics,1,40.66,28.462,Cash,South,Georgia,Metrocity
I390949,11-10-16,37,Clothing,1,300.08,225.06,Credit Card,South,Georgia,Metrocity
I115629,11-10-16,46,Toys,3,107.52,80.64,Credit Card,West,California,Istinye Park
I293233,11-10-16,67,Food & Beverage,4,20.92,15.69,Cash,West,California,Kanyon
I180483,11-10-16,20,Toys,3,107.52,80.64,Credit Card,Central,Texas,Metrocity
I269744,11-10-16,54,Books,5,75.75,56.8125,Credit Card,Central,Texas,Mall of Istanbul
I210444,11-10-16,62,Technology,1,1050,945,Cash,Central,Texas,Kanyon
I256834,11-10-16,25,Clothing,2,600.16,450.12,Credit Card,Central,Texas,Viaport Outlet
I652588,11-10-16,38,Toys,3,107.52,80.64,Cash,East,Ohio,Viaport Outlet
I107064,11-10-16,22,Food & Beverage,1,5.23,3.661,Cash,West,Colorado,Metropol AVM
I300910,11-10-16,50,Clothing,1,300.08,225.06,Credit Card,West,Colorado,Mall of Istanbul
I316270,11-10-16,24,Clothing,5,1500.4,1425.38,Cash,South,North Carolina,Metrocity
I338201,11-10-16,58,Clothing,3,900.24,675.18,Credit Card,South,North Carolina,Istinye Park
I219736,11-10-16,23,Souvenir,3,35.19,24.633,Debit Card,East,New York,Kanyon
I130605,11-10-16,51,Souvenir,3,35.19,24.633,Cash,East,New York,Mall of Istanbul
I136251,11-10-16,35,Toys,2,71.68,50.176,Cash,Central,Illinois,Istinye Park
I483653,11-10-16,59,Clothing,2,600.16,450.12,Cash,Central,Texas,Metropol AVM
I526681,11-10-16,68,Cosmetics,5,203.3,162.64,Credit Card,Central,Texas,Metropol AVM
I114508,11-10-16,69,Technology,1,1050,945,Cash,East,New York,Istinye Park
I255804,11-10-16,59,Clothing,3,900.24,675.18,Cash,West,Oregon,Metrocity
I861183,11-10-16,66,Shoes,3,1800.51,1620.459,Cash,Central,Texas,Istinye Park
I337158,11-10-16,47,Clothing,5,1500.4,1425.38,Credit Card,Central,Texas,Viaport Outlet
I188945,11-10-16,41,Food & Beverage,3,15.69,10.983,Cash,West,Idaho,Viaport Outlet
I176367,11-10-16,66,Cosmetics,4,162.64,130.112,Debit Card,West,Idaho,Metrocity
I236085,11-10-16,65,Clothing,4,1200.32,1140.304,Credit Card,South,Tennessee,Mall of Istanbul
I200211,11-10-16,22,Food & Beverage,5,26.15,19.6125,Credit Card,West,Arizona,Kanyon
I179706,11-10-16,62,Clothing,2,600.16,450.12,Cash,West,Arizona,Kanyon
I256547,11-10-16,55,Clothing,2,600.16,450.12,Credit Card,West,Arizona,Metrocity
I201890,11-10-16,28,Technology,1,1050,945,Credit Card,South,North Carolina,Kanyon
I298153,11-10-16,46,Shoes,3,1800.51,1620.459,Credit Card,South,North Carolina,Kanyon
I111608,11-10-16,34,Technology,1,1050,945,Debit Card,South,Virginia,Metropol AVM
I254505,11-10-16,57,Food & Beverage,1,5.23,3.661,Cash,Central,Texas,Istinye Park
I210184,11-10-16,34,Food & Beverage,4,20.92,15.69,Debit Card,West,California,Metrocity
I169646,11-10-16,41,Food & Beverage,2,10.46,7.322,Debit Card,West,California,Kanyon
